nit;nombre;codTipoId;codSede;direccion;municipio;codMunicipioRndc;latitud;longitud;telefono;rol
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;SECUND;AVENIDA SIMÓN BOLÍVAR KM 5 GRAN MUELLE;BUENAVENTURA VALLE DEL CAUCA;76109000;3.883205;-76.968312;3187920495;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;PRINCI;CALLE 11 N° 13 - 33;YUMBO VALLE DEL CAUCA;76892000;3.882848;-76.968420;;
9006133333;COMTUCAR SAS;N;PRINCI;CRA. 53F #5C-43, BOGOTá;BOGOTA BOGOTA D. C.;11001000;4.625803;-74.112230;;
9005141300;MC TUBOS DE CARTON S A S;N;PRINCI;CARRERA 24 23 07;BOGOTA BOGOTA D. C.;11001000;4.61902;-74.08002;;
8903002343;ASHE S.A.S.;N;PRINCI;CR 49 46 A SUR 65;ENVIGADO ANTIOQUIA;05266000;6.16660;-75.60133;6045244044;
9009161211;ATICA SA;N;SECUND;CALLE 2 TRANSVERSAL 4 N° 12 9;PALMIRA VALLE DEL CAUCA;76520000;;;6667569;
9006330065;C.P.K. SAS;N;PRINCI;CL 79 51 38;MEDELLIN ANTIOQUIA;05001000;;;2918639;
9003699010;PERFICARTON S.A.S;N;PRINCI;CR 55 77 SUR 61;LA ESTRELLA LA ESTRELLA ANTIOQUIA;05380000;6.16020;-75.63729;;
9004299857;ECOPOSITIVA SAS ESP;N;PRINCI;CL 18 65 B 80;BOGOTA BOGOTA D. C.;11001000;;;3905789;
9000092722;GHC TRANSPORTES SAS;N;PRINCI;AV. 3N N° 22N 50;CALI VALLE DEL CAUCA;76001000;;;2396772;
9012594573;LAMINADOS Y ENCHAPADOS SAS;N;PRINCI;AV 1 MAYO N° 24 C 21;BOGOTA BOGOTA D. C.;11001000;4.58609;-74.10663;;
8903202507;COLOMBIANA DE MOLDEADOS SAS COMOLSA;N;PRINCI;VIA BUGA BUENAVENTURA KILOMETRO 1 5;BUGALAGRANDE VALLE DEL CAUCA;76113000;3.892144;-76.327362;;
8909196835;RESTREPO GONZALEZ Y COMPAÑIA TUBOS ANTIOQUIA S A S;N;PRINCI;CALLE 30 N° 40 - 10;ITAGUI ANTIOQUIA;05360000;6.165052;-75.607331;;
9002514154;PROTISA COLOMBIA S A;N;PRINCI;AUTOPISTA NORTE BOGOTA TUNJA VRD SAN MARTIN KM 45, GACHANCIP;GACHANCIPA CUNDINAMARCA;25295000;;;5893333;
323688636;MORA PINZON HERIBERTO;N;PRINCI;CL 16 A N° 81 F 66;BOGOTA BOGOTA D. C.;11001000;;;3015355614;
9002490162;NMTC LTDA;N;PRI;CL 16 A N° 81 F 66;BOGOTA BOGOTA D. C.;11001000;;;3015355614;
8605081319;CARTONCAJAS LTDA;N;PRINCI;CARRERA 22 65 43 47;BOGOTA BOGOTA D. C.;11001000;4.60527;-74.09321;;
9005730605;ANDIPAPELES SAS;N;PRINCI;CARRERA 12 B 3 - 35 SUR BARRIO CEVILLA;BOGOTA BOGOTA D. C.;11001000;4.60509;-74.09319;3155359712;
8020130496;KARTON SAS;N;PRINCI;VíA ZONA DE CONTENEDORES MOSQUERA, CUNDINAMARCA;MOSQUERA CUNDINAMARCA;25473000;4.73187;-74.21655;;
8600267594;CARTONES AMERICA;N;TERCER;AV 13 #7B-43 LOMA DE BOLIVAR;CUCUTA NORTE DE SANTANDER;54001000;;;;
8300837068;LITOPAZ LTDA;N;PRINCI;CR 72 N° 35 A 58 SUR;BOGOTA BOGOTA D. C.;11001000;4.61792;-74.14355;3188655960;
8300553532;CMPI S A S;N;PRINCI;CL 14 N° 57 36 P 3;BOGOTA BOGOTA D. C.;11001000;;;4142934;
8600267594;CARTONES AMERICA;N;SECUND;VíA ZONA DE CONTENEDORES MOSQUERA, CUNDINAMARCA;MOSQUERA CUNDINAMARCA;25473000;4.73187;-74.21655;;
9009161211;ATICA;N;PRINCI;DIRECCION KM 19 - 20 VIA MOSQUERA - MADRID;MOSQUERA CUNDINAMARCA;25473000;;;;
9002481592;COLOMBIANA TISSUE S.A.S.;N;PRINCI;CL 36 8 A 97 BRR EL TRONCAL;CALI VALLE DEL CAUCA;76001000;;;6669777;
8170026761;PAPELES DEL CAUCA SA;N;PRINCI;CRT CALI-PUERTO TEJADA 200 MTS DESPUES DEL PUENTE HORMIGUERO;PUERTO TEJADA CAUCA;19573000;3.299860;-76.473861;3183343600;
166525440;P & C;N;PRINCI;TRANSVERSAL 1 N° 1 - 148;CALI VALLE DEL CAUCA;76001000;;;3162414159;
9004061583;EMPAQUES INDUSTRIALES DE COLOMBIA S.A.S.;N;SECUND;CALLE 22D N° 120 - 19;BOGOTA BOGOTA D. C.;11001000;;;5169256;
9006446807;BODEGAS DE RECICLAJES SAS;N;PRINCI;CALLE 1 N° 58 - 68;SOACHA CUNDINAMARCA;25754000;4.589039;-74.185951;3106985777;
9006261863;RECICLAJES BOGOTA N.S. S.A.S.;N;PRINCI;CLL 12, ZONA INDUSTRIAL DE CAUCA, COMUNA 5, ZONA INDUSTRIAL;SOACHA CUNDINAMARCA;25754000;4.589039;-74.185951;3213221715;
8001653771;GRUPO DECOR S.A.S.;N;cali;AV PASOANCHO # 73 34;CALI VALLE DEL CAUCA;76001000;3.539679;-76.49818;;
9014557062;ECOAMBIENTAL RECICLAJE S.A.S.;N;PRINCI;CLL 12, ZONA INDUSTRIAL DE CAUCA, COMUNA 5, ZONA INDUSTRIAL;SOACHA CUNDINAMARCA;25754000;4.589039;-74.185951;3213221715;
9011530345;APROREC S.A.S;N;PRINCI;CALLE 15 N° 59 - 40;BOGOTA BOGOTA D. C.;11001000;4.63349;-74.11097;;
8001653771;GRUPO DECOR S.A.S.;N;PRINCI;CARRERA 42#75 83;ITAGUI ANTIOQUIA;05360000;6.18280;-75.59116;3228918643;
9010441228;INDUSTRIAL DE PAPELES SAS;N;PRINCI;CARRERA 65B N° 18A 30;BOGOTA BOGOTA D. C.;11001000;4.640036;-74.112096;3167410530;
9004061583;EMPAQUES INDUSTRIALES DE COLOMBIA S.A.S.;N;PRINCI;RECTA CALI - PASO DEL COMERCIO CAUCASECO;PALMIRA VALLE DEL CAUCA;76520000;3.483997;-76.480045;;
9015639411;TP PRODUCTOS FORMULADOS S.A.S;N;PRINCI;CALLE 2 SUR # 12 72;CAJICA CUNDINAMARCA;25126000;4.958350;-73.964420;3108679580;
8600267594;CARTONES AMERICA;N;PRINCI;CALLE 70 NORTE # 2A - 130;CALI VALLE DEL CAUCA;76001000;3.49006;-76.50362;;
8301224323;RECOLAM S.EN C.;N;PRINCI;CRA 60, 15, CENTRO INDUSTRIAL, PUENTE ARANDA, CENTRO INDUSTR;BOGOTA BOGOTA D. C.;11001000;4.633433;-74.111137;;
9013964745;TRANSPORTES JAIRO ROMERO SAS;N;PRINCI;PARQUEADERO RECODO;BOGOTA BOGOTA D. C.;11001000;;;3108618854;
9015051352;TRANSPORTES M&C SAS;N;PRINCI;CALLE 46 N° 1 - 31 E;SOACHA CUNDINAMARCA;25754000;;;3166948722;
9013195831;TRANSPORTES LOPEZ C SAS;N;PRINCI;CALLE 46 N° 1 - 31 E;SOACHA CUNDINAMARCA;25754000;;;3163972530;
